PassengerId,Passenger_group,Passenger_No,HomePlanet,CryoSleep,Cabin,Cabin_Deck,Cabin_Side,Cabin_DS,Destination,Age,Age_Catg,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_Expenses,Name,Transported
5167_01,5167,01,Earth,False,F/990/S,F,S,FS,TRAPPIST-1e,47.0,41-60,False,1.0,17.0,0.0,1069.0,0.0,1070.0,Joana Crayeson,False
5170_01,5170,01,Earth,False,F/1056/P,F,P,FP,55 Cancri e,23.0,21-40,False,0.0,306.0,392.0,9.0,13.0,22.0,Jeandy Hurchez,False
5171_01,5171,01,Earth,False,F/991/S,F,S,FS,TRAPPIST-1e,23.0,21-40,False,0.0,7.0,0.0,190.0,501.0,691.0,Julin Estiagosen,False
5173_01,5173,01,Mars,True,F/1057/P,F,P,FP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Supies Biba,True
5174_01,5174,01,Europa,True,C/159/P,C,P,CP,55 Cancri e,44.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Hekark Alenter,True
5174_02,5174,02,Europa,False,C/159/P,C,P,CP,TRAPPIST-1e,29.0,21-40,False,6.0,5.0,0.0,6235.0,434.0,6675.0,Mesarid Alenter,False
5175_01,5175,01,Earth,False,G/834/P,G,P,GP,TRAPPIST-1e,21.0,21-40,False,582.0,0.0,0.0,148.0,53.0,783.0,Andice Maystuarey,False
5176_01,5176,01,Earth,False,E/323/P,E,P,EP,TRAPPIST-1e,23.0,21-40,False,576.0,207.0,0.0,0.0,9.0,585.0,Helle Sawyerson,False
5177_01,5177,01,Europa,False,B/201/S,B,S,BS,TRAPPIST-1e,26.0,21-40,True,0.0,0.0,0.0,0.0,0.0,0.0,Aldebah Gealably,True
5179_01,5179,01,Europa,True,C/160/P,C,P,CP,55 Cancri e,47.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Nesch Aillyber,True
5180_01,5180,01,Earth,True,G/835/P,G,P,GP,PSO J318.5-22,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Felia Gillock,True
5181_01,5181,01,Europa,False,B/175/P,B,P,BP,TRAPPIST-1e,48.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Minkark Motled,True
5182_01,5182,01,Earth,True,G/836/P,G,P,GP,TRAPPIST-1e,4.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Crisey Georgasey,True
5182_02,5182,02,Earth,False,G/836/P,G,P,GP,TRAPPIST-1e,25.0,21-40,False,322.0,0.0,81.0,3.0,298.0,623.0,Berna Georgasey,True
5184_01,5184,01,Earth,False,G/837/P,G,P,GP,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Joelan Folemonley,True
5185_01,5185,01,Mars,False,E/330/S,E,S,ES,TRAPPIST-1e,29.0,21-40,False,523.0,0.0,21.0,4.0,811.0,1338.0,Cruts Flie,False
5186_01,5186,01,Earth,False,F/1058/P,F,P,FP,TRAPPIST-1e,21.0,21-40,False,41.0,651.0,2.0,29.0,0.0,70.0,Monah Harry,False
5187_01,5187,01,Earth,False,E/324/P,E,P,EP,TRAPPIST-1e,20.0,0-20,False,949.0,0.0,0.0,5.0,0.0,954.0,Ranuts Mellé,False
5188_01,5188,01,Earth,False,G/838/P,G,P,GP,TRAPPIST-1e,34.0,21-40,False,0.0,160.0,0.0,611.0,44.0,655.0,Chesty Bootez,False
5188_02,5188,02,Earth,True,G/838/P,G,P,GP,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Elindy Hessey,True
5188_03,5188,03,Earth,True,G/838/P,G,P,GP,TRAPPIST-1e,12.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Wally Bootez,False
5190_01,5190,01,Earth,False,F/994/S,F,S,FS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,1513.0,1513.0,Jillie Barrilloney,False
5192_01,5192,01,Mars,True,F/995/S,F,S,FS,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tostex Khaf,True
5193_01,5193,01,Europa,False,C/202/S,C,S,CS,TRAPPIST-1e,34.0,21-40,False,0.0,914.0,0.0,2433.0,647.0,3080.0,Betenar Craing,True
5194_01,5194,01,Europa,True,B/176/P,B,P,BP,TRAPPIST-1e,18.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Sabi Ainatint,True
5194_02,5194,02,Europa,True,B/176/P,B,P,BP,55 Cancri e,16.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Astonon Ainatint,True
5196_01,5196,01,Earth,True,G/839/P,G,P,GP,TRAPPIST-1e,43.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Gracey Haynard,True
5196_02,5196,02,Earth,True,G/839/P,G,P,GP,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Jenn Haynard,False
5197_01,5197,01,Earth,False,E/325/P,E,P,EP,TRAPPIST-1e,20.0,0-20,False,0.0,4.0,761.0,22.0,1.0,23.0,Rician Fowlaney,True
5198_01,5198,01,Mars,False,F/1059/P,F,P,FP,TRAPPIST-1e,45.0,41-60,False,878.0,0.0,430.0,0.0,0.0,878.0,Lish Fla,False
5199_01,5199,01,Europa,False,D/158/S,D,S,DS,TRAPPIST-1e,35.0,21-40,False,0.0,725.0,3415.0,0.0,1.0,1.0,Luxonon Cuplial,False
5201_01,5201,01,Earth,False,F/1060/P,F,P,FP,TRAPPIST-1e,21.0,21-40,False,1961.0,96.0,0.0,54.0,40.0,2055.0,Melara Daughtson,False
5202_01,5202,01,Earth,True,G/840/P,G,P,GP,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Jeret Berges,True
5204_01,5204,01,Earth,False,F/1061/P,F,P,FP,PSO J318.5-22,46.0,41-60,False,0.0,153.0,0.0,0.0,397.0,397.0,Jodip Hughriend,False
5205_01,5205,01,Earth,False,F/997/S,F,S,FS,TRAPPIST-1e,22.0,21-40,False,261.0,0.0,0.0,107.0,1132.0,1500.0,Mabley Roachez,False
5205_02,5205,02,Earth,False,G/845/S,G,S,GS,TRAPPIST-1e,2.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Juanna Roachez,True
5205_03,5205,03,Earth,False,G/845/S,G,S,GS,TRAPPIST-1e,3.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Dorene Roachez,True
5206_01,5206,01,Earth,True,G/841/P,G,P,GP,55 Cancri e,28.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alley Briggston,True
5206_02,5206,02,Earth,False,F/1062/P,F,P,FP,PSO J318.5-22,60.0,41-60,False,0.0,0.0,789.0,283.0,3.0,286.0,Myrace Briggston,False
5206_03,5206,03,Earth,False,G/841/P,G,P,GP,PSO J318.5-22,48.0,41-60,False,0.0,2.0,72.0,554.0,143.0,697.0,Ericia Briggston,False
5207_01,5207,01,Earth,False,E/331/S,E,S,ES,55 Cancri e,18.0,0-20,False,51.0,339.0,1.0,0.0,436.0,487.0,Bonyan Chanan,True
5207_02,5207,02,Earth,False,F/998/S,F,S,FS,TRAPPIST-1e,31.0,21-40,False,1364.0,0.0,0.0,0.0,21.0,1385.0,Rossie Chanan,False
5208_01,5208,01,Europa,True,C/163/P,C,P,CP,55 Cancri e,26.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sadalm Unressind,True
5208_02,5208,02,Europa,False,C/163/P,C,P,CP,55 Cancri e,41.0,41-60,False,717.0,641.0,2.0,1559.0,4828.0,7104.0,Alcorix Unressind,False
5209_01,5209,01,Earth,False,F/999/S,F,S,FS,TRAPPIST-1e,26.0,21-40,False,168.0,0.0,382.0,166.0,0.0,334.0,Eriky Lambleyoun,True
5210_01,5210,01,Earth,False,F/1063/P,F,P,FP,TRAPPIST-1e,29.0,21-40,False,0.0,43.0,693.0,0.0,0.0,0.0,,True
5211_01,5211,01,Earth,False,E/332/S,E,S,ES,TRAPPIST-1e,24.0,21-40,False,666.0,938.0,1.0,0.0,0.0,666.0,Hen Barrelliver,False
5213_01,5213,01,Earth,False,F/1064/P,F,P,FP,TRAPPIST-1e,25.0,21-40,False,10.0,0.0,908.0,5.0,0.0,15.0,Nathy Pottley,True
5214_01,5214,01,Earth,False,G/842/P,G,P,GP,55 Cancri e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Antony Hersons,False
5216_01,5216,01,Earth,True,G/843/P,G,P,GP,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Clard Hardson,False
5217_01,5217,01,Europa,True,B/177/P,B,P,BP,55 Cancri e,18.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Sitron Briouse,True
5217_02,5217,02,Europa,True,B/177/P,B,P,BP,55 Cancri e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Canon Wingcoling,True
5218_01,5218,01,Earth,False,F/1000/S,F,S,FS,TRAPPIST-1e,28.0,21-40,False,0.0,0.0,0.0,525.0,1889.0,2414.0,Leony Powery,False
5220_01,5220,01,Mars,False,D/165/P,D,P,DP,TRAPPIST-1e,21.0,21-40,False,2206.0,0.0,353.0,0.0,19.0,2225.0,Jackok Cooki,False
5221_01,5221,01,Earth,False,F/1065/P,F,P,FP,TRAPPIST-1e,25.0,21-40,False,0.0,528.0,8.0,153.0,0.0,153.0,Jilla Herreras,False
5223_01,5223,01,Mars,False,F/1002/S,F,S,FS,55 Cancri e,47.0,41-60,False,275.0,0.0,0.0,24.0,0.0,299.0,Munda Ble,True
5223_02,5223,02,Mars,True,F/1002/S,F,S,FS,PSO J318.5-22,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Goles Ble,True
5223_03,5223,03,Mars,True,F/1002/S,F,S,FS,TRAPPIST-1e,8.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Koot Fla,True
5224_01,5224,01,Earth,False,F/1003/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,0.0,0.0,56.0,564.0,880.0,1444.0,Diandy Mckinn,False
5225_01,5225,01,Mars,True,E/334/S,E,S,ES,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Chrets Sincy,True
5226_01,5226,01,Earth,True,G/848/S,G,S,GS,PSO J318.5-22,24.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Joyn Hahnstoneal,True
5227_01,5227,01,Earth,True,G/849/S,G,S,GS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Darlie Morrencis,True
5229_01,5229,01,Earth,False,E/335/S,E,S,ES,TRAPPIST-1e,16.0,0-20,False,0.0,0.0,19.0,971.0,0.0,971.0,Allene Balley,False
5230_01,5230,01,Mars,False,F/1004/S,F,S,FS,TRAPPIST-1e,23.0,21-40,False,263.0,0.0,1548.0,44.0,0.0,307.0,Dow Tité,True
5234_01,5234,01,Mars,False,F/1067/P,F,P,FP,TRAPPIST-1e,16.0,0-20,False,271.0,0.0,2251.0,117.0,0.0,388.0,Tote Chmad,True
5235_01,5235,01,Earth,False,G/844/P,G,P,GP,TRAPPIST-1e,29.0,21-40,False,30.0,0.0,605.0,267.0,6.0,303.0,Allyn Olivasquez,False
5236_01,5236,01,Earth,False,E/326/P,E,P,EP,TRAPPIST-1e,46.0,41-60,False,1.0,0.0,898.0,0.0,96.0,97.0,Juanna Lardsonald,True
5238_01,5238,01,Earth,True,G/845/P,G,P,GP,PSO J318.5-22,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Gailia Blainson,False
5239_01,5239,01,Earth,True,G/852/S,G,S,GS,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jeroy Beckeetter,True
5240_01,5240,01,Earth,True,G/853/S,G,S,GS,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Loisey Melez,True
5242_01,5242,01,Earth,True,G/854/S,G,S,GS,TRAPPIST-1e,46.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Briney Ellahan,True
5243_01,5243,01,Earth,False,F/1005/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,1231.0,0.0,0.0,1.0,3.0,1235.0,Lanedy Mclardson,True
5243_02,5243,02,Earth,True,G/855/S,G,S,GS,TRAPPIST-1e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Dont Melez,True
5244_01,5244,01,Mars,False,F/1006/S,F,S,FS,TRAPPIST-1e,38.0,21-40,False,218.0,0.0,586.0,770.0,0.0,988.0,Tax Tité,False
5246_01,5246,01,Earth,True,G/847/P,G,P,GP,TRAPPIST-1e,57.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Glene Drakeekss,True
5246_02,5246,02,Earth,False,F/1070/P,F,P,FP,TRAPPIST-1e,27.0,21-40,False,0.0,13.0,643.0,47.0,0.0,47.0,Jodia Drakeekss,True
5247_01,5247,01,Earth,False,G/848/P,G,P,GP,TRAPPIST-1e,38.0,21-40,False,6.0,2324.0,0.0,0.0,0.0,6.0,Roydo Yorkland,True
5248_01,5248,01,Earth,False,G/856/S,G,S,GS,TRAPPIST-1e,28.0,21-40,False,607.0,0.0,0.0,227.0,0.0,834.0,Tinez Batestonley,True
5249_01,5249,01,Mars,False,E/327/P,E,P,EP,TRAPPIST-1e,25.0,21-40,False,922.0,0.0,1.0,91.0,0.0,1013.0,Colal Fonie,False
5250_01,5250,01,Mars,True,F/1007/S,F,S,FS,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Clek Dan,True
5251_01,5251,01,Mars,False,F/1071/P,F,P,FP,TRAPPIST-1e,33.0,21-40,False,705.0,0.0,1905.0,13.0,0.0,718.0,Murs Nanie,True
5252_01,5252,01,Earth,False,F/1008/S,F,S,FS,TRAPPIST-1e,35.0,21-40,False,202.0,1309.0,60.0,0.0,0.0,202.0,Elanie Langatein,True
5253_01,5253,01,Earth,False,F/1009/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,290.0,64.0,413.0,35.0,0.0,325.0,Annard Ashipeck,True
5254_01,5254,01,Europa,True,B/202/S,B,S,BS,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Celeon Pressive,True
5254_02,5254,02,Europa,True,B/202/S,B,S,BS,TRAPPIST-1e,16.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Photons Pickleve,True
5254_03,5254,03,Europa,True,G/160/P,G,P,GP,TRAPPIST-1e,28.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sargah Pressive,True
5254_04,5254,04,Europa,False,B/202/S,B,S,BS,55 Cancri e,8.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Sceleon Pressive,True
5255_01,5255,01,Mars,True,F/1010/S,F,S,FS,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Clow Peate,True
5256_01,5256,01,Mars,False,D/159/S,D,S,DS,TRAPPIST-1e,26.0,21-40,False,41.0,0.0,444.0,572.0,0.0,613.0,Luse Tirt,False
5257_01,5257,01,Europa,False,B/178/P,B,P,BP,55 Cancri e,43.0,41-60,False,0.0,1001.0,0.0,2393.0,0.0,2393.0,Dnocese Opshaft,False
5258_01,5258,01,Europa,False,C/204/S,C,S,CS,TRAPPIST-1e,70.0,60+,False,241.0,1065.0,0.0,2290.0,2.0,2533.0,Alrair Taptiritty,True
5260_01,5260,01,Earth,True,G/849/P,G,P,GP,55 Cancri e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Racy Fulloydez,True
5262_01,5262,01,Earth,True,G/850/P,G,P,GP,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Adanne Rilley,True
5264_01,5264,01,Earth,True,G/858/S,G,S,GS,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Joyces Vinozarks,True
5264_02,5264,02,Earth,False,F/1012/S,F,S,FS,55 Cancri e,37.0,21-40,False,0.0,0.0,163.0,0.0,486.0,486.0,Marina Vinozarks,True
5265_01,5265,01,Earth,False,F/1073/P,F,P,FP,TRAPPIST-1e,15.0,0-20,False,0.0,400.0,0.0,0.0,702.0,702.0,Tonyn Ashipson,False
5266_01,5266,01,Europa,False,A/64/S,A,S,AS,55 Cancri e,20.0,0-20,False,0.0,290.0,0.0,1866.0,217.0,2083.0,Alhair Poselfle,False
5266_02,5266,02,Europa,False,C/205/S,C,S,CS,55 Cancri e,36.0,21-40,True,13.0,196.0,3.0,0.0,12323.0,12336.0,Sinon Poselfle,False
5268_01,5268,01,Earth,False,F/1013/S,F,S,FS,TRAPPIST-1e,14.0,0-20,False,0.0,56.0,0.0,0.0,2.0,2.0,Bony Flynney,True
5269_01,5269,01,Earth,False,E/336/S,E,S,ES,TRAPPIST-1e,21.0,21-40,False,38.0,1.0,591.0,1.0,31.0,70.0,Mollen Ewisentley,True
5271_01,5271,01,Earth,False,F/1075/P,F,P,FP,TRAPPIST-1e,28.0,21-40,False,89.0,3.0,571.0,258.0,0.0,347.0,Kimmie Thony,False
5272_01,5272,01,Mars,True,F/1076/P,F,P,FP,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Push Winie,True
5273_01,5273,01,Earth,False,F/1077/P,F,P,FP,TRAPPIST-1e,26.0,21-40,False,0.0,0.0,827.0,1.0,0.0,1.0,Leony Gallenry,False
5274_01,5274,01,Earth,False,F/1078/P,F,P,FP,TRAPPIST-1e,25.0,21-40,False,662.0,34.0,0.0,79.0,148.0,889.0,Weney Hineyley,False
5275_01,5275,01,Earth,False,F/1014/S,F,S,FS,TRAPPIST-1e,29.0,21-40,False,0.0,10.0,0.0,594.0,120.0,714.0,Jerek Buckentry,False
5276_01,5276,01,Europa,False,B/179/P,B,P,BP,55 Cancri e,39.0,21-40,True,0.0,2868.0,0.0,5.0,1968.0,1973.0,Neutrak Poustive,True
5277_01,5277,01,Earth,False,F/1079/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,0.0,0.0,0.0,87.0,1232.0,1319.0,Besse Morandry,True
5278_01,5278,01,Europa,True,B/203/S,B,S,BS,55 Cancri e,37.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Menkin Subateful,True
5279_01,5279,01,Earth,False,G/852/P,G,P,GP,TRAPPIST-1e,28.0,21-40,False,467.0,0.0,0.0,0.0,307.0,774.0,Antony Flynnis,False
5280_01,5280,01,Earth,False,F/1015/S,F,S,FS,TRAPPIST-1e,18.0,0-20,False,0.0,0.0,2728.0,0.0,0.0,0.0,Elanda Simpsonks,True
5281_01,5281,01,Earth,False,F/1080/P,F,P,FP,TRAPPIST-1e,30.0,21-40,False,0.0,6.0,621.0,0.0,433.0,433.0,Emmax Haynard,False
5282_01,5282,01,Earth,False,E/337/S,E,S,ES,TRAPPIST-1e,35.0,21-40,False,35.0,0.0,14.0,0.0,816.0,851.0,Florey Torrez,True
5282_02,5282,02,Earth,False,F/1016/S,F,S,FS,TRAPPIST-1e,26.0,21-40,False,0.0,196.0,0.0,0.0,487.0,487.0,Eulah Torrez,True
5282_03,5282,03,Earth,True,G/860/S,G,S,GS,55 Cancri e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Kenda Torrez,True
5287_01,5287,01,Earth,False,G/861/S,G,S,GS,PSO J318.5-22,42.0,41-60,False,0.0,0.0,0.0,214.0,50.0,264.0,Shanya Webstephrey,True
5288_01,5288,01,Earth,False,F/1081/P,F,P,FP,TRAPPIST-1e,36.0,21-40,False,1.0,716.0,3.0,0.0,57.0,58.0,Thell Masquez,True
5290_01,5290,01,Earth,False,F/1083/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,1177.0,2.0,0.0,0.0,1.0,1178.0,Bretty Patthews,False
5291_01,5291,01,Earth,False,G/854/P,G,P,GP,55 Cancri e,27.0,21-40,False,3905.0,7.0,0.0,4.0,53.0,3962.0,Luisy Gaington,False
5292_01,5292,01,Europa,False,C/206/S,C,S,CS,TRAPPIST-1e,25.0,21-40,False,0.0,4313.0,0.0,175.0,60.0,235.0,Celavar Galoquid,True
5297_01,5297,01,Earth,True,G/856/P,G,P,GP,TRAPPIST-1e,32.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Candra Bushallert,True
5298_01,5298,01,Earth,True,G/862/S,G,S,GS,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Rician Sweett,True
5299_01,5299,01,Earth,True,G/863/S,G,S,GS,TRAPPIST-1e,16.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Brina Coopezmaney,True
5300_01,5300,01,Earth,True,G/864/S,G,S,GS,55 Cancri e,51.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Healle Klindsayer,True
5301_01,5301,01,Europa,True,B/181/P,B,P,BP,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Altara Pretive,True
5301_02,5301,02,Europa,True,B/181/P,B,P,BP,55 Cancri e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sadares Pretive,True
5303_01,5303,01,Earth,False,G/160/P,G,P,GP,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Patoya Hoffergess,False
5303_02,5303,02,Earth,False,G/857/P,G,P,GP,TRAPPIST-1e,7.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Loree Hoffergess,True
5303_03,5303,03,Earth,False,G/857/P,G,P,GP,TRAPPIST-1e,3.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Jimmyn Lambleyoun,True
5303_04,5303,04,Earth,True,G/857/P,G,P,GP,TRAPPIST-1e,2.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Yvonna Lambleyoun,True
5303_05,5303,05,Earth,False,G/857/P,G,P,GP,55 Cancri e,7.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Ronia Lambleyoun,False
5304_01,5304,01,Mars,False,F/1019/S,F,S,FS,TRAPPIST-1e,18.0,0-20,False,1744.0,0.0,8.0,8.0,0.0,1752.0,Tench Brine,False
5304_02,5304,02,Mars,True,F/1019/S,F,S,FS,TRAPPIST-1e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Jagles Brine,True
5305_01,5305,01,Earth,False,F/1084/P,F,P,FP,TRAPPIST-1e,23.0,21-40,False,0.0,2891.0,0.0,6.0,0.0,6.0,Elindy Simmonders,True
5307_01,5307,01,Europa,True,B/204/S,B,S,BS,TRAPPIST-1e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Mirark Fuelisent,True
5310_01,5310,01,Mars,False,F/1021/S,F,S,FS,TRAPPIST-1e,32.0,21-40,False,4702.0,0.0,449.0,190.0,0.0,4892.0,Dontch Terry,False
5312_01,5312,01,Europa,True,B/182/P,B,P,BP,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Sulaton Prefule,True
5313_01,5313,01,Earth,False,F/1085/P,F,P,FP,TRAPPIST-1e,23.0,21-40,False,0.0,491.0,0.0,61.0,0.0,61.0,Tracia Guezaley,True
5314_01,5314,01,Europa,False,C/208/S,C,S,CS,TRAPPIST-1e,25.0,21-40,False,0.0,3625.0,0.0,0.0,168.0,168.0,Skatik Arible,True
5315_01,5315,01,Earth,False,F/1086/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,454.0,0.0,0.0,324.0,0.0,778.0,Gwendy Toddleton,False
5316_01,5316,01,Mars,True,F/1087/P,F,P,FP,55 Cancri e,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Cats Ses,True
5320_01,5320,01,Europa,True,E/330/P,E,P,EP,55 Cancri e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Errima Callower,True
5320_02,5320,02,Europa,False,E/330/P,E,P,EP,TRAPPIST-1e,32.0,21-40,False,0.0,1301.0,0.0,94.0,356.0,450.0,Hallah Opshoent,False
5322_01,5322,01,Mars,True,F/1090/P,F,P,FP,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Allift Parté,True
5323_01,5323,01,Mars,True,F/1091/P,F,P,FP,TRAPPIST-1e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Coakey Cort,True
5325_01,5325,01,Earth,False,F/1023/S,F,S,FS,PSO J318.5-22,21.0,21-40,False,751.0,5.0,0.0,1.0,0.0,752.0,Wandy Blandez,True
5326_01,5326,01,Mars,True,F/1092/P,F,P,FP,TRAPPIST-1e,28.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Wales Khart,True
5327_01,5327,01,Europa,False,B/183/P,B,P,BP,TRAPPIST-1e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Furudra Ticiay,False
5330_01,5330,01,Earth,False,F/1094/P,F,P,FP,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,708.0,101.0,0.0,101.0,Race Oconley,True
5331_01,5331,01,Earth,False,F/1095/P,F,P,FP,TRAPPIST-1e,23.0,21-40,False,0.0,1.0,292.0,0.0,340.0,340.0,Coreen Woodgezalez,False
5333_01,5333,01,Earth,False,G/862/P,G,P,GP,TRAPPIST-1e,48.0,41-60,False,456.0,0.0,39.0,0.0,5.0,461.0,Vane Andley,True
5334_01,5334,01,Earth,True,G/867/S,G,S,GS,55 Cancri e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Besse Connon,True
5334_02,5334,02,Earth,False,G/867/S,G,S,GS,TRAPPIST-1e,30.0,21-40,False,0.0,674.0,39.0,0.0,10.0,10.0,Therly Connon,True
5337_01,5337,01,Mars,False,F/1024/S,F,S,FS,TRAPPIST-1e,40.0,21-40,False,286.0,0.0,2299.0,12.0,0.0,298.0,Rish Bre,True
5340_01,5340,01,Earth,False,G/868/S,G,S,GS,TRAPPIST-1e,36.0,21-40,False,0.0,0.0,33.0,677.0,0.0,677.0,Cassa Carsoning,False
5341_01,5341,01,Earth,True,G/869/S,G,S,GS,TRAPPIST-1e,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Jessa Greenez,True
5343_01,5343,01,Mars,False,E/332/P,E,P,EP,TRAPPIST-1e,17.0,0-20,False,13.0,0.0,565.0,367.0,1.0,381.0,Rahars Resty,False
5344_01,5344,01,Europa,False,C/168/P,C,P,CP,55 Cancri e,38.0,21-40,False,0.0,439.0,0.0,434.0,10074.0,10508.0,Sargin Prieress,False
5344_02,5344,02,Europa,True,C/168/P,C,P,CP,55 Cancri e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Dyonon Prieress,True
5345_01,5345,01,Mars,False,D/167/P,D,P,DP,TRAPPIST-1e,14.0,0-20,False,809.0,0.0,59.0,0.0,0.0,809.0,Frunad Cheen,False
5345_02,5345,02,Mars,False,E/333/P,E,P,EP,TRAPPIST-1e,27.0,21-40,False,134.0,0.0,6.0,1450.0,0.0,1584.0,Cops Cheen,False
5346_01,5346,01,Earth,False,E/334/P,E,P,EP,TRAPPIST-1e,21.0,21-40,False,37.0,0.0,31.0,696.0,63.0,796.0,Tera Kaney,True
5347_01,5347,01,Europa,False,C/169/P,C,P,CP,TRAPPIST-1e,18.0,0-20,False,0.0,3770.0,0.0,287.0,3491.0,3778.0,Anton Caljoiry,False
